ID,STATE,ROLE,GRADE,SCHOOL_TYPE,EXPERIENCE,TAGS,DEVICES,PARTNERS,FEATURES,SUBJECT
29255,International,Teacher,High,Private,elevenFifteen,na,1to1,No response,That it would be easier to type in complicated mathematical formulaes,PreAlgebra
29291,MN,Teacher,Middle,Public,sixteenTwenty,na,BYOT,I'm not sure...,I appreciate the addition of images. How about a link to share a quiz with a teacher rather than having to copy and email them the sharing code? Thanks!,Science
29291,MN,Teacher,Middle,Public,sixteenTwenty,na,BYOT,I'm not sure...,I appreciate the addition of images. How about a link to share a quiz with a teacher rather than having to copy and email them the sharing code? Thanks!,Biology
29291,MN,Teacher,Middle,Public,sixteenTwenty,na,BYOT,I'm not sure...,I appreciate the addition of images. How about a link to share a quiz with a teacher rather than having to copy and email them the sharing code? Thanks!,otherScience
29426,MO,Teacher,High,Public,zeroFive,Bloom,1to1,No response,embedding video!,Math
29426,MO,Teacher,High,Public,zeroFive,Bloom,1to1,No response,embedding video!,Albebra2
29426,MO,Teacher,High,Public,zeroFive,Bloom,1to1,No response,embedding video!,otherMath
29552,AR,Teacher,University,Private,sixteenTwenty,na,BYOT,No response,No response,Other
29656,GA,Tech,na,Public,sixteenTwenty,Other,BYOT,No response,No response,Other
29685,VA,Teacher,Elementary,Public,sixTen,State,Other,No response,No response,English
29685,VA,Teacher,Elementary,Public,sixTen,State,Other,No response,No response,otherMath
29685,VA,Teacher,Elementary,Public,sixTen,State,Other,No response,No response,Science
29685,VA,Teacher,Elementary,Public,sixTen,State,Other,No response,No response,otherScience
29685,VA,Teacher,Elementary,Public,sixTen,State,Other,No response,No response,Geography
29695,TX,Teacher,Middle,Public,zeroFive,State,BYOT,No response,An easier way to input the questions. ,Math
29695,TX,Teacher,Middle,Public,zeroFive,State,BYOT,No response,An easier way to input the questions. ,Geometry
29695,TX,Teacher,Middle,Public,zeroFive,State,BYOT,No response,An easier way to input the questions. ,PreAlgebra
29760,International,Teacher,High,Public,twentyMore,na,na,No response,No response,Science
29760,International,Teacher,High,Public,twentyMore,na,na,No response,No response,Biology
29760,International,Teacher,High,Public,twentyMore,na,na,No response,No response,otherScience
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,ComputerScience
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Math
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,English
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Music
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,ForeignLanguage
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,History
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Science
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Geography
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Reading
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Art
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,PE
29799,MT,Teacher,High,na,zeroFive,na,na,No response,No response,Health
29828,TX,Tech,High,Public,twentyMore,Bloom,BYOT,"Remind 101, Schoology",I wish there was a filter that would not allow common profane words appear.,Math
29828,TX,Tech,High,Public,twentyMore,Bloom,BYOT,"Remind 101, Schoology",I wish there was a filter that would not allow common profane words appear.,English
29828,TX,Tech,High,Public,twentyMore,Bloom,BYOT,"Remind 101, Schoology",I wish there was a filter that would not allow common profane words appear.,ForeignLanguage
29828,TX,Tech,High,Public,twentyMore,Bloom,BYOT,"Remind 101, Schoology",I wish there was a filter that would not allow common profane words appear.,Science
29828,TX,Tech,High,Public,twentyMore,Bloom,BYOT,"Remind 101, Schoology",I wish there was a filter that would not allow common profane words appear.,Geography
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,Math
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,English
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,History
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,Science
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,Geography
29843,NY,Tech,Elementary,Public,elevenFifteen,CommonCore,1to1,Dropbox,Collect drawing responses from users,Reading
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Physics
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",ComputerScience
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Math
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",English
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Choir
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Music
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",ForeignLanguage
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Albebra2
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Geometry
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",PreCalc
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",History
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",otherMath
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Other
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Science
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Biology
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Chemistry
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",otherScience
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Geography
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Reading
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Algebra1
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Art
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",ESL
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",PE
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Drama
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Calculus
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",otherLang
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Band
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",PreAlgebra
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Health
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Spanish
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",French
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",German
29886,MI,Other,Other,Public,elevenFifteen,Other,Other,Not sure.,"Not sure, there are so many wonderful features already.",Japanese
29959,MI,Teacher,High,Public,twentyMore,State,computerLab,Moodle,No response,ComputerScience
29959,MI,Teacher,High,Public,twentyMore,State,computerLab,Moodle,No response,Other
29961,NE,Teacher,Middle,Public,twentyMore,na,1to1,No response,No response,Math
29961,NE,Teacher,Middle,Public,twentyMore,na,1to1,No response,No response,History
29961,NE,Teacher,Middle,Public,twentyMore,na,1to1,No response,No response,otherMath
29968,TX,Teacher,High,Public,elevenFifteen,State,1to1,"Quia.com, ",voice response...students able to record their voice from their device.,ForeignLanguage
29968,TX,Teacher,High,Public,elevenFifteen,State,1to1,"Quia.com, ",voice response...students able to record their voice from their device.,Chinese
29968,TX,Teacher,High,Public,elevenFifteen,State,1to1,"Quia.com, ",voice response...students able to record their voice from their device.,Spanish
29990,IN,Teacher,Middle,Public,sixteenTwenty,State,1to1,No response,No response,History
29990,IN,Teacher,Middle,Public,sixteenTwenty,State,1to1,No response,No response,Geography
30065,TX,Tech,High,Public,sixteenTwenty,na,1to1,No response,No response,Other
30121,AR,Teacher,High,Public,twentyMore,Other,BYOT,No response,No response,ForeignLanguage
30121,AR,Teacher,High,Public,twentyMore,Other,BYOT,No response,No response,Spanish
30134,CT,Teacher,High,Public,sixteenTwenty,CommonCore,BYOT,No response,No response,Physics
30134,CT,Teacher,High,Public,sixteenTwenty,CommonCore,BYOT,No response,No response,Science
30207,TX,Teacher,Elementary,Public,twentyMore,CommonCore,Other,church youth groups or Sunday school,I would like to be able to see which students have responded to a question and what their answer is. ,Math
30207,TX,Teacher,Elementary,Public,twentyMore,CommonCore,Other,church youth groups or Sunday school,I would like to be able to see which students have responded to a question and what their answer is. ,otherMath
30258,IL,Teacher,High,Public,sixTen,Other,1to1,No response,No response,Math
30258,IL,Teacher,High,Public,sixTen,Other,1to1,No response,No response,Albebra2
30258,IL,Teacher,High,Public,sixTen,Other,1to1,No response,No response,Geometry
30258,IL,Teacher,High,Public,sixTen,Other,1to1,No response,No response,PreCalc
30258,IL,Teacher,High,Public,sixTen,Other,1to1,No response,No response,Calculus
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Math
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,English
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,History
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Science
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,otherScience
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Geography
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Reading
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Art
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,PreAlgebra
30278,International,Teacher,Elementary,Private,elevenFifteen,na,1to1,No response,No response,Health
30323,International,Teacher,High,Private,twentyMore,Other,BYOT,No response,"ability for a teacher to set up a class or classes within the room so the 1st ""item"" students answer to input names isn't so involved. Basically I love it the way it is, I just don't have a lot of time to make the activities. ",English
30323,International,Teacher,High,Private,twentyMore,Other,BYOT,No response,"ability for a teacher to set up a class or classes within the room so the 1st ""item"" students answer to input names isn't so involved. Basically I love it the way it is, I just don't have a lot of time to make the activities. ",Reading
30327,International,Teacher,High,Public,twentyMore,Other,1to1,No response,No response,ComputerScience
30327,International,Teacher,High,Public,twentyMore,Other,1to1,No response,No response,Science
30327,International,Teacher,High,Public,twentyMore,Other,1to1,No response,No response,Biology
30392,MO,Teacher,High,Public,elevenFifteen,Other,1to1,No response,Math type,Math
30392,MO,Teacher,High,Public,elevenFifteen,Other,1to1,No response,Math type,Algebra1
30424,OH,Teacher,High,Public,elevenFifteen,State,computerLab,No response,No response,History
30468,International,Teacher,High,Public,twentyMore,Other,Other,No response,video and voice,English
30483,International,Teacher,High,Private,zeroFive,Other,1to1,No response,No response,History
30483,International,Teacher,High,Private,zeroFive,Other,1to1,No response,No response,Other
30506,FL,Teacher,High,Public,elevenFifteen,CommonCore,BYOT,No response,No response,History
30525,KY,Teacher,High,Public,zeroFive,CommonCore,1to1,No response,"embedding pictures, video, audio, and voice recording",ForeignLanguage
30525,KY,Teacher,High,Public,zeroFive,CommonCore,1to1,No response,"embedding pictures, video, audio, and voice recording",Spanish
30557,WI,Teacher,Middle,Public,elevenFifteen,CommonCore,BYOT,No response,No response,Math
30557,WI,Teacher,Middle,Public,elevenFifteen,CommonCore,BYOT,No response,No response,otherMath
30590,TN,Other,na,Public,sixteenTwenty,Bloom,na,No response,Students illustrate response. ,Other
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,Math
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,English
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,Music
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,History
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,Science
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,Geography
30697,MN,Tech,Other,Public,twentyMore,State,1to1,Schoology,No response,Art
30776,CA,Teacher,Elementary,Public,sixTen,CommonCore,1to1,No response,No response,Math
30776,CA,Teacher,Elementary,Public,sixTen,CommonCore,1to1,No response,No response,English
30776,CA,Teacher,Elementary,Public,sixTen,CommonCore,1to1,No response,No response,Algebra1
30776,CA,Teacher,Elementary,Public,sixTen,CommonCore,1to1,No response,No response,PreAlgebra
30920,NE,Teacher,High,Public,elevenFifteen,Other,1to1,Don't know what is out there.,Easy way to disabling spell checker so I could use for a spelling test.,Reading
30942,MA,Teacher,University,Public,twentyMore,Bloom,BYOT,No response,No response,ComputerScience
31110,NE,Teacher,High,Public,sixteenTwenty,Marzano,computerLab,No response,Videos would be awesome,Other
31117,MA,Teacher,Elementary,Public,elevenFifteen,na,1to1,No response,No response,Math
31117,MA,Teacher,Elementary,Public,elevenFifteen,na,1to1,No response,No response,English
31117,MA,Teacher,Elementary,Public,elevenFifteen,na,1to1,No response,No response,History
31117,MA,Teacher,Elementary,Public,elevenFifteen,na,1to1,No response,No response,Science
31164,CA,Teacher,University,Private,sixTen,na,BYOT,No response,No response,Other
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,ComputerScience
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,Math
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,Albebra2
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,Geometry
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,PreCalc
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,otherMath
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,Algebra1
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,Calculus
31228,International,Teacher,Middle,na,sixTen,Other,BYOT,No response,No response,PreAlgebra
31233,MI,Teacher,Middle,Public,elevenFifteen,State,Other,No response,"I would like to be able to print the tests that I make. This will allow my special ed. students to take it paper pencil style first, and then transpose their answers.",Science
31233,MI,Teacher,Middle,Public,elevenFifteen,State,Other,No response,"I would like to be able to print the tests that I make. This will allow my special ed. students to take it paper pencil style first, and then transpose their answers.",otherScience
31244,International,Teacher,High,Private,elevenFifteen,CommonCore,1to1,"VoiceThread, Moodle, BlackBoard Learn, PowerSpeak.",No response,ForeignLanguage
31244,International,Teacher,High,Private,elevenFifteen,CommonCore,1to1,"VoiceThread, Moodle, BlackBoard Learn, PowerSpeak.",No response,Spanish
31246,International,Teacher,Other,Public,twentyMore,na,1to1,No response,I would like to have a Test (=Quiz) open during a certain time (e.g. from 16.00 till 17.00).,ForeignLanguage
31246,International,Teacher,Other,Public,twentyMore,na,1to1,No response,I would like to have a Test (=Quiz) open during a certain time (e.g. from 16.00 till 17.00).,otherLang
31256,,Administrator,Elementary,Private,sixteenTwenty,na,1to1,No response,No response,Other
31259,International,Teacher,Middle,Public,elevenFifteen,na,Other,No response,No response,ForeignLanguage
31259,International,Teacher,Middle,Public,elevenFifteen,na,Other,No response,No response,French
31269,International,Teacher,Other,Charter,sixteenTwenty,na,BYOT,Drop Box,Include Images Include typing Mathematical/scientific Symbols,Other
31422,International,Teacher,Other,Public,zeroFive,na,Other,Wintoets (Dutch leading company in digital examening),No response,Science
31422,International,Teacher,Other,Public,zeroFive,na,Other,Wintoets (Dutch leading company in digital examening),No response,Biology
31449,CA,Teacher,High,Public,elevenFifteen,CommonCore,BYOT,Not sure. ,I'm excited about these. I love Socrative already and this just made it better. ,English
31580,IN,Teacher,High,Public,sixTen,Bloom,computerLab,No response,"Maybe I don't completely understand the space race, but I would like for the race to ""finish"" once all students have made it through the test or quiz. The rocket ships reach the end before they are done with the test.",Science
31580,IN,Teacher,High,Public,sixTen,Bloom,computerLab,No response,"Maybe I don't completely understand the space race, but I would like for the race to ""finish"" once all students have made it through the test or quiz. The rocket ships reach the end before they are done with the test.",Biology
31673,OR,Teacher,Middle,Public,zeroFive,CommonCore,Other,edmodo ,student accounts,ComputerScience
31673,OR,Teacher,Middle,Public,zeroFive,CommonCore,Other,edmodo ,student accounts,English
31673,OR,Teacher,Middle,Public,zeroFive,CommonCore,Other,edmodo ,student accounts,ESL
31714,KY,Tech,Middle,Public,twentyMore,na,computerLab,No response,No response,ComputerScience
31716,International,Teacher,Middle,Private,zeroFive,na,1to1,No response,No response,History
31716,International,Teacher,Middle,Private,zeroFive,na,1to1,No response,No response,Geography
31719,CO,Other,Other,na,twentyMore,CommonCore,Other,No response,No response,ComputerScience
31783,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Other
31783,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Science
31813,OH,Tech,Other,Public,twentyMore,CommonCore,BYOT,No response,equation editor,English
31813,OH,Tech,Other,Public,twentyMore,CommonCore,BYOT,No response,equation editor,History
31813,OH,Tech,Other,Public,twentyMore,CommonCore,BYOT,No response,equation editor,otherMath
31813,OH,Tech,Other,Public,twentyMore,CommonCore,BYOT,No response,equation editor,Science
31813,OH,Tech,Other,Public,twentyMore,CommonCore,BYOT,No response,equation editor,otherScience
31856,IN,Teacher,Middle,Public,zeroFive,CommonCore,1to1,No response,No response,English
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Physics
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Math
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Albebra2
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Geometry
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,PreCalc
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Science
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Biology
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Chemistry
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,otherScience
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Algebra1
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,Calculus
31881,IN,Teacher,High,Public,sixteenTwenty,Other,computerLab,No response,No response,PreAlgebra
31912,NY,Teacher,Middle,Public,elevenFifteen,na,na,No response,No response,Reading
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Math
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,History
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,otherMath
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Science
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,otherScience
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Geography
32023,MI,Teacher,Elementary,Public,sixteenTwenty,CommonCore,computerLab,No response,No response,Reading
32032,International,Teacher,Other,Public,twentyMore,State,BYOT,No response,No response,ComputerScience
32032,International,Teacher,Other,Public,twentyMore,State,BYOT,No response,No response,Math
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,Math
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,Albebra2
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,Geometry
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,PreCalc
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,otherMath
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,Algebra1
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,Calculus
32096,SC,Teacher,High,Public,zeroFive,State,BYOT,No response,No response,PreAlgebra
32113,International,Teacher,High,Public,elevenFifteen,Marzano,computerLab,No response,"The two that you just mentionned are nice, maybe video upload would be great too.",PE
32179,International,Administrator,Elementary,Private,sixTen,Other,1to1,"Evernote, Edmodo ",add short videos to the test,English
32179,International,Administrator,Elementary,Private,sixTen,Other,1to1,"Evernote, Edmodo ",add short videos to the test,ESL
32482,OR,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,ComputerScience
32482,OR,Teacher,High,Private,sixteenTwenty,Other,computerLab,No response,No response,Other
32496,MT,Teacher,High,Public,sixTen,na,1to1,No response,video and audio,ForeignLanguage
32496,MT,Teacher,High,Public,sixTen,na,1to1,No response,video and audio,Spanish
32561,IL,Librarian,High,Public,elevenFifteen,na,BYOT,"Schoology, Haiku",No response,Other
32568,KY,Teacher,Middle,Public,elevenFifteen,State,Other,YouTube ,Students need to be able to confirm and/or change answer choices. Also please include quiz name in emailed report. ,Music
32615,NY,Teacher,Elementary,Public,twentyMore,na,1to1,No response,No response,Math
32615,NY,Teacher,Elementary,Public,twentyMore,na,1to1,No response,No response,otherMath
32615,NY,Teacher,Elementary,Public,twentyMore,na,1to1,No response,No response,Science
32615,NY,Teacher,Elementary,Public,twentyMore,na,1to1,No response,No response,otherScience
32615,NY,Teacher,Elementary,Public,twentyMore,na,1to1,No response,No response,Reading
32817,TX,Teacher,High,Public,zeroFive,State,BYOT,No response,Sending score reports: option to include period number/quiz name in email subject line,Math
32817,TX,Teacher,High,Public,zeroFive,State,BYOT,No response,Sending score reports: option to include period number/quiz name in email subject line,Geometry
32854,KS,Tech,High,Public,twentyMore,Bloom,1to1,It would be nice if you could send the results directly to your Google Drive.,"Embedding a sound clip or even a movie from YouTube would be terrific, something for students to either watch or listen to and then respond to .",ComputerScience
32854,KS,Tech,High,Public,twentyMore,Bloom,1to1,It would be nice if you could send the results directly to your Google Drive.,"Embedding a sound clip or even a movie from YouTube would be terrific, something for students to either watch or listen to and then respond to .",English
32854,KS,Tech,High,Public,twentyMore,Bloom,1to1,It would be nice if you could send the results directly to your Google Drive.,"Embedding a sound clip or even a movie from YouTube would be terrific, something for students to either watch or listen to and then respond to .",History
32854,KS,Tech,High,Public,twentyMore,Bloom,1to1,It would be nice if you could send the results directly to your Google Drive.,"Embedding a sound clip or even a movie from YouTube would be terrific, something for students to either watch or listen to and then respond to .",Other
32915,TX,Administrator,Elementary,Public,twentyMore,State,1to1,No response,No response,Other
32993,IL,Teacher,University,Public,twentyMore,na,BYOT,No response,No response,Other
33029,International,Teacher,High,Public,twentyMore,na,BYOT,No response,Glad that are adding the option of images.,Science
33029,International,Teacher,High,Public,twentyMore,na,BYOT,No response,Glad that are adding the option of images.,Chemistry
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Physics
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Math
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Science
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Biology
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,Chemistry
33030,International,Teacher,High,Public,sixTen,na,BYOT,No response,No response,PreAlgebra
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,ComputerScience
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Math
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,English
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Choir
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Music
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,ForeignLanguage
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,History
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Science
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Geography
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Reading
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Art
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,ESL
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,PE
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Drama
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Band
33107,NC,Tech,Other,Public,sixTen,CommonCore,BYOT,BrainPop ,No response,Health
33111,TN,Tech,Middle,Public,twentyMore,CommonCore,Other,No response,No response,History
33130,MN,Tech,High,Public,elevenFifteen,na,1to1,"None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.","None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.",Physics
33130,MN,Tech,High,Public,elevenFifteen,na,1to1,"None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.","None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.",Science
33130,MN,Tech,High,Public,elevenFifteen,na,1to1,"None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.","None, Please keep your product simple and fast for teachers and students to use. Your strength is your simplicity.",Chemistry
33145,International,Teacher,High,Private,elevenFifteen,Marzano,1to1,No response,No response,History
33145,International,Teacher,High,Private,elevenFifteen,Marzano,1to1,No response,No response,Geography
33145,International,Teacher,High,Private,elevenFifteen,Marzano,1to1,No response,No response,PE
33216,PA,Teacher,Middle,Public,elevenFifteen,State,computerLab,No response,No response,Science
33216,PA,Teacher,Middle,Public,elevenFifteen,State,computerLab,No response,No response,otherScience
33236,CT,Teacher,University,Private,sixteenTwenty,na,Other,No response,No response,ForeignLanguage
33236,CT,Teacher,University,Private,sixteenTwenty,na,Other,No response,No response,Spanish
33261,KY,Librarian,Middle,Public,sixTen,CommonCore,1to1,No response,No response,Math
33261,KY,Librarian,Middle,Public,sixTen,CommonCore,1to1,No response,No response,Albebra2
33261,KY,Librarian,Middle,Public,sixTen,CommonCore,1to1,No response,No response,Geometry
33261,KY,Librarian,Middle,Public,sixTen,CommonCore,1to1,No response,No response,Algebra1
33261,KY,Librarian,Middle,Public,sixTen,CommonCore,1to1,No response,No response,PreAlgebra
33262,International,Other,University,na,elevenFifteen,Bloom,BYOT,No response,No response,Other
33271,International,Teacher,Other,Public,sixTen,Other,1to1,No response,"I would like to see that I can tell which answer is right, without the students seeing that immediately.",English
33271,International,Teacher,Other,Public,sixTen,Other,1to1,No response,"I would like to see that I can tell which answer is right, without the students seeing that immediately.",ForeignLanguage
33318,CT,Teacher,Middle,Public,sixTen,CommonCore,BYOT,No response,No response,Other
